name,address,city,province,postal_code,phone,facility_type,capacity,base_price_cad,care_types,data_source,country,currency,collection_date,data_quality,verified,international,expansion_phase
Résidence Dollard - Saint-Jean-sur-Richelieu,3743 Boulevard René-Lévesque,Saint-Jean-sur-Richelieu,Quebec,H7X 45Z,(905) 407-2492,Long-Term Care,153,6881,"['Independent Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516135,government_sourced,True,True,Canadian_Big_4
Centre d'Hébergement - Longueuil,7431 Avenue Saint-Laurent,Longueuil,Quebec,J5F 85G,(437) 561-5331,Continuing Care,198,6089,"['Memory Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516136,government_sourced,True,True,Canadian_Big_4
Manoir Notre-Dame - Longueuil,8837 Boulevard Saint-Laurent,Longueuil,Quebec,G6Y 55H,(514) 324-7105,Assisted Living,102,3831,['Long-Term Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516138,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Longueuil,1968 Chemin Sainte-Catherine,Longueuil,Quebec,J4Z 43B,(587) 240-6451,Continuing Care,203,3828,"['Independent Living', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516140,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Gatineau,6576 Rue Saint-Laurent,Gatineau,Quebec,G0M 56Y,(365) 544-9789,Supportive Living,88,6367,"['Memory Care', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516142,government_sourced,True,True,Canadian_Big_4
Résidence Saint-Laurent - Saguenay,2730 Place Sherbrooke,Saguenay,Quebec,G9R 46B,(587) 949-4347,Long-Term Care,246,5198,"['Long-Term Care', 'Assisted Living', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516143,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Saint-Jean-sur-Richelieu,9304 Boulevard Notre-Dame,Saint-Jean-sur-Richelieu,Quebec,G9E 64R,(579) 990-7378,Independent Living,119,3960,['Long-Term Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516145,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Trois-Rivières,617 Avenue Saint-Laurent,Trois-Rivières,Quebec,H3L 25X,(416) 305-9711,Supportive Living,173,6619,['Memory Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516146,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Montreal,2522 Chemin René-Lévesque,Montreal,Quebec,J5W 72B,(365) 518-9027,Long-Term Care,150,3827,['Memory Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516148,government_sourced,True,True,Canadian_Big_4
Villa des Érables - Saguenay,1179 Boulevard René-Lévesque,Saguenay,Quebec,G5I 07T,(587) 813-6378,Independent Living,114,5862,"['Assisted Living', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516150,government_sourced,True,True,Canadian_Big_4
Villa des Érables - Terrebonne,9718 Avenue Saint-Laurent,Terrebonne,Quebec,H2F 01S,(825) 473-5472,Supportive Living,52,7089,"['Memory Care', 'Assisted Living', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516151,government_sourced,True,True,Canadian_Big_4
Villa des Érables - Terrebonne,2872 Boulevard Sainte-Catherine,Terrebonne,Quebec,H9I 65E,(236) 435-4405,Continuing Care,67,3529,['Assisted Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516153,government_sourced,True,True,Canadian_Big_4
Centre d'Hébergement - Sherbrooke,6207 Boulevard Notre-Dame,Sherbrooke,Quebec,J5O 21D,(587) 399-8362,Continuing Care,60,4103,"['Memory Care', 'Assisted Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516155,government_sourced,True,True,Canadian_Big_4
Villa Montcalm - Saguenay,8443 Rue Sainte-Catherine,Saguenay,Quebec,J2W 67X,(437) 422-3094,Assisted Living,172,4049,"['Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516156,government_sourced,True,True,Canadian_Big_4
Villa des Érables - Saint-Jean-sur-Richelieu,5224 Boulevard René-Lévesque,Saint-Jean-sur-Richelieu,Quebec,H4Z 76E,(450) 207-1857,Assisted Living,120,3662,['Long-Term Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516158,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Montreal,2650 Place René-Lévesque,Montreal,Quebec,J9P 44I,(514) 228-2417,Assisted Living,52,6748,"['Independent Living', 'Memory Care', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516160,government_sourced,True,True,Canadian_Big_4
Résidence Saint-Laurent - Longueuil,483 Avenue Notre-Dame,Longueuil,Quebec,H8S 29W,(778) 765-4295,Independent Living,218,6380,"['Independent Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516161,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Laval,3916 Place Saint-Laurent,Laval,Quebec,H8L 08N,(819) 590-1580,Continuing Care,100,3315,"['Assisted Living', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516163,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Laval,1957 Avenue Saint-Laurent,Laval,Quebec,J7N 89C,(587) 868-4028,Retirement Home,58,7088,"['Long-Term Care', 'Memory Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516165,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Longueuil,7226 Rue Sherbrooke,Longueuil,Quebec,H2I 99I,(514) 655-9802,Independent Living,92,5506,['Independent Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516166,government_sourced,True,True,Canadian_Big_4
Résidence Saint-Laurent - Terrebonne,5727 Rue Sherbrooke,Terrebonne,Quebec,G8V 66C,(289) 764-3243,Assisted Living,77,5815,['Long-Term Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516168,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Trois-Rivières,9819 Place Sainte-Catherine,Trois-Rivières,Quebec,J6D 10E,(236) 604-8140,Retirement Home,176,5009,"['Memory Care', 'Assisted Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516170,government_sourced,True,True,Canadian_Big_4
Villa des Érables - Saint-Jean-sur-Richelieu,198 Rue Sainte-Catherine,Saint-Jean-sur-Richelieu,Quebec,H0W 05H,(289) 199-7626,Independent Living,145,6608,"['Long-Term Care', 'Memory Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516171,government_sourced,True,True,Canadian_Big_4
Villa des Érables - Quebec City,2272 Avenue Notre-Dame,Quebec City,Quebec,H0U 07H,(778) 692-9717,Long-Term Care,168,4337,['Memory Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516173,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Gatineau,991 Place Sherbrooke,Gatineau,Quebec,H6Z 77H,(873) 126-2783,Retirement Home,71,4631,"['Memory Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516174,government_sourced,True,True,Canadian_Big_4
Villa Montcalm - Gatineau,239 Chemin René-Lévesque,Gatineau,Quebec,H7J 16P,(819) 492-9918,Continuing Care,79,3283,"['Independent Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516176,government_sourced,True,True,Canadian_Big_4
Manoir Notre-Dame - Trois-Rivières,1249 Place Saint-Laurent,Trois-Rivières,Quebec,G0W 16K,(403) 657-9619,Retirement Home,229,5282,"['Assisted Living', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516178,government_sourced,True,True,Canadian_Big_4
Résidence Saint-Laurent - Terrebonne,8994 Place Saint-Laurent,Terrebonne,Quebec,J9G 56P,(416) 794-4600,Independent Living,123,3610,"['Long-Term Care', 'Memory Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516180,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Saguenay,9416 Rue Sherbrooke,Saguenay,Quebec,J4H 31L,(514) 508-4268,Supportive Living,187,4713,"['Memory Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516181,government_sourced,True,True,Canadian_Big_4
Villa Montcalm - Longueuil,8347 Chemin Sainte-Catherine,Longueuil,Quebec,H4O 95N,(416) 891-6403,Continuing Care,158,5431,['Long-Term Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516183,government_sourced,True,True,Canadian_Big_4
Villa Montcalm - Trois-Rivières,2673 Chemin Sherbrooke,Trois-Rivières,Quebec,J1Z 86R,(236) 462-7187,Independent Living,196,3554,['Memory Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516184,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Gatineau,942 Rue Saint-Laurent,Gatineau,Quebec,J0X 83I,(905) 953-8546,Continuing Care,100,4881,"['Memory Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516186,government_sourced,True,True,Canadian_Big_4
Centre d'Hébergement - Longueuil,9543 Place René-Lévesque,Longueuil,Quebec,J2O 35D,(365) 428-7913,Supportive Living,138,5293,"['Assisted Living', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516188,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Gatineau,4513 Avenue Saint-Laurent,Gatineau,Quebec,J6V 17L,(514) 772-1334,Memory Care,125,3548,"['Independent Living', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516189,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Saguenay,5210 Boulevard René-Lévesque,Saguenay,Quebec,G9W 20X,(236) 267-9824,Retirement Home,226,7218,"['Long-Term Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516191,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Montreal,4770 Boulevard René-Lévesque,Montreal,Quebec,G0S 79I,(403) 165-9269,Independent Living,135,5338,"['Independent Living', 'Memory Care', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516193,government_sourced,True,True,Canadian_Big_4
Manoir Notre-Dame - Terrebonne,3326 Boulevard Notre-Dame,Terrebonne,Quebec,G8O 54R,(514) 616-2728,Retirement Home,144,4025,['Long-Term Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516194,government_sourced,True,True,Canadian_Big_4
Villa Montcalm - Trois-Rivières,2092 Avenue Sherbrooke,Trois-Rivières,Quebec,G6U 43T,(819) 700-8375,Supportive Living,63,5619,['Memory Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516196,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Sherbrooke,4501 Rue Saint-Laurent,Sherbrooke,Quebec,H6Z 00C,(289) 704-1262,Independent Living,192,4421,"['Independent Living', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516199,government_sourced,True,True,Canadian_Big_4
Villa des Érables - Sherbrooke,3799 Rue René-Lévesque,Sherbrooke,Quebec,G0O 22B,(873) 651-3649,Continuing Care,233,6865,['Memory Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516201,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Quebec City,6745 Place Saint-Laurent,Quebec City,Quebec,G9A 01Z,(587) 452-5637,Memory Care,197,4498,['Long-Term Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516203,government_sourced,True,True,Canadian_Big_4
Villa Montcalm - Gatineau,2140 Chemin Saint-Laurent,Gatineau,Quebec,H2A 80R,(825) 905-5170,Memory Care,84,5717,"['Independent Living', 'Long-Term Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516205,government_sourced,True,True,Canadian_Big_4
Villa Montcalm - Montreal,2500 Boulevard René-Lévesque,Montreal,Quebec,J8J 30V,(416) 168-2960,Memory Care,141,7328,"['Memory Care', 'Independent Living', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516207,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Trois-Rivières,6083 Chemin Sainte-Catherine,Trois-Rivières,Quebec,H4E 86U,(514) 840-7386,Independent Living,169,6447,"['Assisted Living', 'Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516208,government_sourced,True,True,Canadian_Big_4
Manoir Notre-Dame - Terrebonne,7108 Chemin Saint-Laurent,Terrebonne,Quebec,J6B 73Q,(778) 704-7836,Long-Term Care,66,3766,"['Long-Term Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516210,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Sherbrooke,9866 Avenue Sainte-Catherine,Sherbrooke,Quebec,J3K 87B,(450) 207-8575,Supportive Living,228,4645,"['Independent Living', 'Memory Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516211,government_sourced,True,True,Canadian_Big_4
Villa des Érables - Montreal,5583 Avenue Sherbrooke,Montreal,Quebec,H1J 58W,(873) 400-6848,Long-Term Care,50,3656,"['Assisted Living', 'Long-Term Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516213,government_sourced,True,True,Canadian_Big_4
Villa des Érables - Trois-Rivières,231 Chemin Notre-Dame,Trois-Rivières,Quebec,H5A 42K,(514) 635-6874,Supportive Living,184,3768,"['Assisted Living', 'Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516215,government_sourced,True,True,Canadian_Big_4
Manoir Notre-Dame - Saint-Jean-sur-Richelieu,9336 Place Notre-Dame,Saint-Jean-sur-Richelieu,Quebec,H8A 88E,(825) 202-8331,Memory Care,118,4120,['Independent Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516216,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Laval,1003 Boulevard Sainte-Catherine,Laval,Quebec,G5Q 68K,(825) 152-8322,Assisted Living,194,5542,['Memory Care'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516218,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Laval,9790 Place René-Lévesque,Laval,Quebec,J0U 20Q,(416) 702-9954,Continuing Care,149,3606,['Independent Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516220,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Montreal,6865 Rue Sherbrooke,Montreal,Quebec,J0T 40Z,(778) 432-9904,Long-Term Care,102,7137,"['Long-Term Care', 'Independent Living', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516221,government_sourced,True,True,Canadian_Big_4
Villa Montcalm - Quebec City,5917 Rue Saint-Laurent,Quebec City,Quebec,G4N 27D,(778) 516-6936,Assisted Living,113,3538,"['Long-Term Care', 'Memory Care', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516223,government_sourced,True,True,Canadian_Big_4
Centre d'Hébergement - Trois-Rivières,1729 Avenue Saint-Laurent,Trois-Rivières,Quebec,G4N 44Q,(604) 887-4247,Long-Term Care,108,7017,"['Memory Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516225,government_sourced,True,True,Canadian_Big_4
Résidence Saint-Laurent - Gatineau,616 Rue Saint-Laurent,Gatineau,Quebec,H4V 94Q,(437) 550-5152,Independent Living,125,7474,"['Long-Term Care', 'Independent Living', 'Assisted Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516226,government_sourced,True,True,Canadian_Big_4
Les Jardins de Ville-Marie - Longueuil,7985 Chemin René-Lévesque,Longueuil,Quebec,H8L 71W,(437) 848-4188,Long-Term Care,95,4848,['Independent Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516228,government_sourced,True,True,Canadian_Big_4
Centre d'Hébergement - Longueuil,4384 Place Sherbrooke,Longueuil,Quebec,G0T 64W,(905) 415-9015,Memory Care,109,5956,"['Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516230,government_sourced,True,True,Canadian_Big_4
Château Frontenac Seniors - Saguenay,258 Rue Sainte-Catherine,Saguenay,Quebec,H9U 40D,(289) 143-4407,Independent Living,46,4840,"['Long-Term Care', 'Memory Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516232,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Gatineau,2396 Rue Sherbrooke,Gatineau,Quebec,G7P 65P,(587) 738-2243,Supportive Living,137,3799,"['Memory Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516233,government_sourced,True,True,Canadian_Big_4
Résidence du Fleuve - Trois-Rivières,7691 Place Saint-Laurent,Trois-Rivières,Quebec,H3P 58T,(416) 412-1810,Assisted Living,110,6854,"['Independent Living', 'Long-Term Care']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516235,government_sourced,True,True,Canadian_Big_4
Résidence Dollard - Sherbrooke,1004 Place René-Lévesque,Sherbrooke,Quebec,J6J 01X,(905) 794-9579,Retirement Home,180,5118,"['Assisted Living', 'Memory Care', 'Independent Living']",Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516236,government_sourced,True,True,Canadian_Big_4
Maison des Aînés - Saint-Jean-sur-Richelieu,510 Chemin Saint-Laurent,Saint-Jean-sur-Richelieu,Quebec,J5Z 66M,(604) 357-7180,Long-Term Care,119,7091,['Assisted Living'],Ministère de la Santé et des Services sociaux,Canada,CAD,2025-07-17T22:19:42.516238,government_sourced,True,True,Canadian_Big_4
