name,address,city,state,zipCode,county,phone,email,website,description,careTypes,amenities,services,latitude,longitude,licenseNumber,facilityType,discoverySource,discoveryDate,isVerified,subscriptionTier,billingStatus,monthlyRate,hasWaitlist,acceptsMedicaid,lastUpdated
Harbor Memory Care,100 Main St,Bushnell,FL,33208,Sumter,(561) 588-1296,info@harbormemorycarefl.com,www.harbormemorycarefl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.08,-80.67999999999999,FL-SUM-1063,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708148,False,Basic,active,"$3,325/month",False,False,2025-07-22T08:58:54.708150
Bushnell Springs Assisted Living,200 Ocean Ave,Bushnell,FL,33209,Sumter,(561) 599-1333,info@bushnellspringsassistedlivingfl.com,www.bushnellspringsassistedlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.09,-80.69,FL-SUM-1064,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708159,False,Basic,active,"$5,225/month",False,True,2025-07-22T08:58:54.708163
Grove of Bushnell,300 Pine St,Bushnell,FL,33210,Sumter,(561) 610-1370,info@groveofbushnellfl.com,www.groveofbushnellfl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.1,-80.69999999999999,FL-SUM-1065,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708175,False,Basic,active,"$4,275/month",True,False,2025-07-22T08:58:54.708189
Manor Care Center,500 Oak Dr,Bushnell,FL,33211,Sumter,(561) 621-1407,info@manorcarecenterfl.com,www.manorcarecenterfl.com,"Licensed senior living facility serving Sumter County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.11,-80.71,FL-SUM-1066,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708196,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.708198
Bushnell Point Senior Village,750 Sunset Blvd,Bushnell,FL,33212,Sumter,(561) 632-1444,info@bushnellpointseniorvillagefl.com,www.bushnellpointseniorvillagefl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.12,-80.72,FL-SUM-1067,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708203,False,Basic,active,"$3,325/month",False,True,2025-07-22T08:58:54.708206
Harbor of Bushnell,1000 Palm Way,Bushnell,FL,33213,Sumter,(561) 643-1481,info@harborofbushnellfl.com,www.harborofbushnellfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.13,-80.72999999999999,FL-SUM-1068,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708213,False,Basic,active,"$5,225/month",False,False,2025-07-22T08:58:54.708215
Place Senior Living,1250 Beach Rd,Bushnell,FL,33214,Sumter,(561) 654-1518,info@placeseniorlivingfl.com,www.placeseniorlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.14,-80.74,FL-SUM-1069,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708221,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.708223
Bushnell Grove Adult Living,1500 Park Ave,Bushnell,FL,33215,Sumter,(561) 665-1555,info@bushnellgroveadultlivingfl.com,www.bushnellgroveadultlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.15,-80.75,FL-SUM-1070,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708228,False,Basic,active,"$4,275/month",True,True,2025-07-22T08:58:54.708230
Manor of Bushnell,100 Main St,Bushnell,FL,33216,Sumter,(561) 676-1592,info@manorofbushnellfl.com,www.manorofbushnellfl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.16,-80.75999999999999,FL-SUM-1071,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708235,False,Basic,active,"$3,325/month",False,False,2025-07-22T08:58:54.708241
Oaks Retirement Community,200 Ocean Ave,Bushnell,FL,33217,Sumter,(561) 687-1629,info@oaksretirementcommunityfl.com,www.oaksretirementcommunityfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.17,-80.77,FL-SUM-1072,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708251,False,Basic,active,"$5,225/month",False,False,2025-07-22T08:58:54.708255
Bushnell Harbor Memory Care,300 Pine St,Bushnell,FL,33218,Sumter,(561) 698-1666,info@bushnellharbormemorycarefl.com,www.bushnellharbormemorycarefl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.18,-80.78,FL-SUM-1073,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708266,False,Basic,active,"$4,275/month",False,True,2025-07-22T08:58:54.708268
Place of Bushnell,500 Oak Dr,Bushnell,FL,33219,Sumter,(561) 709-1703,info@placeofbushnellfl.com,www.placeofbushnellfl.com,"Licensed senior living facility serving Sumter County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.19,-80.78999999999999,FL-SUM-1074,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708277,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.708279
Shores Residential Care,750 Sunset Blvd,Bushnell,FL,33220,Sumter,(561) 720-1740,info@shoresresidentialcarefl.com,www.shoresresidentialcarefl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.2,-80.8,FL-SUM-1075,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708284,False,Basic,active,"$3,325/month",True,False,2025-07-22T08:58:54.708286
Bushnell Manor Care Center,1000 Palm Way,Bushnell,FL,33221,Sumter,(561) 731-1777,info@bushnellmanorcarecenterfl.com,www.bushnellmanorcarecenterfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.21,-80.80999999999999,FL-SUM-1076,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708292,False,Basic,active,"$5,225/month",False,True,2025-07-22T08:58:54.708294
Oaks of Bushnell,1250 Beach Rd,Bushnell,FL,33222,Sumter,(561) 742-1814,info@oaksofbushnellfl.com,www.oaksofbushnellfl.com,"Licensed senior living facility serving Sumter County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.22,-80.82,FL-SUM-1077,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708299,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.708301
Ridge Assisted Living,1500 Park Ave,Bushnell,FL,33223,Sumter,(561) 753-1851,info@ridgeassistedlivingfl.com,www.ridgeassistedlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.23,-80.83,FL-SUM-1078,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708307,False,Basic,active,"$4,275/month",False,False,2025-07-22T08:58:54.708309
Bushnell Place Senior Living,100 Main St,Bushnell,FL,33224,Sumter,(561) 764-1888,info@bushnellplaceseniorlivingfl.com,www.bushnellplaceseniorlivingfl.com,"Licensed senior living facility serving Sumter County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.24,-80.83999999999999,FL-SUM-1079,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708317,False,Basic,active,"$3,325/month",False,True,2025-07-22T08:58:54.708320
Shores of Bushnell,200 Ocean Ave,Bushnell,FL,33225,Sumter,(561) 775-1925,info@shoresofbushnellfl.com,www.shoresofbushnellfl.com,"Licensed senior living facility serving Sumter County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",27.25,-80.85,FL-SUM-1080,Senior Living,Florida Sumter County Research,2025-07-22T08:58:54.708332,False,Basic,active,"$5,225/month",True,False,2025-07-22T08:58:54.708336
Sarasota Gardens Senior Living,100 Main St,Sarasota,FL,33000,Sarasota,(305) 500-1000,info@sarasotagardensseniorlivingfl.com,www.sarasotagardensseniorlivingfl.com,"Licensed senior living facility serving Sarasota County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.0,-80.0,FL-SAR-1001,Senior Living,Florida Sarasota County Research,2025-07-22T08:59:02.038620,False,Basic,active,"$4,375/month",True,True,2025-07-22T08:59:02.038636
Hills of Sarasota,200 Ocean Ave,Sarasota,FL,33001,Sarasota,(305) 511-1037,info@hillsofsarasotafl.com,www.hillsofsarasotafl.com,"Licensed senior living facility serving Sarasota County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.01,-80.01,FL-SAR-1002,Senior Living,Florida Sarasota County Research,2025-07-22T08:59:02.038652,False,Basic,active,"$6,875/month",False,False,2025-07-22T08:59:02.038663
Point Senior Village,300 Pine St,Sarasota,FL,33002,Sarasota,(305) 522-1074,info@pointseniorvillagefl.com,www.pointseniorvillagefl.com,"Licensed senior living facility serving Sarasota County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.02,-80.02,FL-SAR-1003,Senior Living,Florida Sarasota County Research,2025-07-22T08:59:02.038675,False,Basic,active,"$5,625/month",False,False,2025-07-22T08:59:02.038679
Sarasota Estates Retirement Community,500 Oak Dr,Sarasota,FL,33003,Sarasota,(305) 533-1111,info@sarasotaestatesretirementcommunityfl.com,www.sarasotaestatesretirementcommunityfl.com,"Licensed senior living facility serving Sarasota County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.03,-80.03,FL-SAR-1004,Senior Living,Florida Sarasota County Research,2025-07-22T08:59:02.038861,False,Basic,active,"$5,625/month",False,True,2025-07-22T08:59:02.038870
Springs of Sarasota,750 Sunset Blvd,Sarasota,FL,33004,Sarasota,(305) 544-1148,info@springsofsarasotafl.com,www.springsofsarasotafl.com,"Licensed senior living facility serving Sarasota County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.04,-80.04,FL-SAR-1005,Senior Living,Florida Sarasota County Research,2025-07-22T08:59:02.038885,False,Basic,active,"$4,375/month",False,False,2025-07-22T08:59:02.038900
Grove Adult Living,1000 Palm Way,Sarasota,FL,33005,Sarasota,(305) 555-1185,info@groveadultlivingfl.com,www.groveadultlivingfl.com,"Licensed senior living facility serving Sarasota County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.05,-80.05,FL-SAR-1006,Senior Living,Florida Sarasota County Research,2025-07-22T08:59:02.038917,False,Basic,active,"$6,875/month",True,False,2025-07-22T08:59:02.038921
Sarasota Hills Residential Care,1250 Beach Rd,Sarasota,FL,33006,Sarasota,(305) 566-1222,info@sarasotahillsresidentialcarefl.com,www.sarasotahillsresidentialcarefl.com,"Licensed senior living facility serving Sarasota County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.06,-80.06,FL-SAR-1007,Senior Living,Florida Sarasota County Research,2025-07-22T08:59:02.038942,False,Basic,active,"$5,625/month",False,True,2025-07-22T08:59:02.038945
Point of Sarasota,1500 Park Ave,Sarasota,FL,33007,Sarasota,(305) 577-1259,info@pointofsarasotafl.com,www.pointofsarasotafl.com,"Licensed senior living facility serving Sarasota County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",26.07,-80.07,FL-SAR-1008,Senior Living,Florida Sarasota County Research,2025-07-22T08:59:02.038958,False,Basic,active,"$5,625/month",False,False,2025-07-22T08:59:02.038962
