id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Colonial Manor,1000 Main Street,Accomack,Accomack,VA,22001,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70001,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.accomack-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
712,Commonwealth Commons,1100 Virginia Avenue,Martinsville,,VA,22712,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70712,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.martinsville-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
713,Old Dominion Village,1200 Colonial Drive,Martinsville,,VA,22713,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70713,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.martinsville-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
714,Virginia Heritage Care,1300 Commonwealth Boulevard,Martinsville,,VA,22714,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70714,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.martinsville-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
715,Potomac River Manor,1400 Jefferson Street,Martinsville,,VA,22715,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70715,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.martinsville-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
716,Colonial Manor,1000 Main Street,Newport News,,VA,22716,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70716,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.newportnews-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.0371,-76.513
717,Commonwealth Commons,1100 Virginia Avenue,Newport News,,VA,22717,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70717,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.newportnews-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.0471,-76.503
718,Old Dominion Village,1200 Colonial Drive,Newport News,,VA,22718,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70718,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.newportnews-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.0571,-76.493
719,Virginia Heritage Care,1300 Commonwealth Boulevard,Newport News,,VA,22719,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70719,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.newportnews-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.067099999999996,-76.483
720,Potomac River Manor,1400 Jefferson Street,Newport News,,VA,22720,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70720,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.newportnews-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.0771,-76.473
721,Shenandoah Valley Village,1500 Washington Avenue,Newport News,,VA,22721,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70721,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.newportnews-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.0871,-76.463
722,Blue Ridge Commons,1600 Madison Street,Newport News,,VA,22722,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70722,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.newportnews-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.0971,-76.453
723,Chesapeake Bay Manor,1700 Monroe Drive,Newport News,,VA,22723,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70723,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.newportnews-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.1071,-76.443
724,James River Village,1800 Old Dominion Avenue,Newport News,,VA,22724,(711) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,VA-ALF-70724,Virginia Department of Health,2024-11-09,83,False,True,True,https://www.newportnews-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.1171,-76.513
725,Rappahannock Commons,1900 Liberty Street,Newport News,,VA,22725,(712) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,VA-ALF-70725,Virginia Department of Health,2024-03-10,84,True,False,False,https://www.newportnews-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.1271,-76.503
726,Tidewater Manor,2000 Independence Boulevard,Newport News,,VA,22726,(713) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,VA-ALF-70726,Virginia Department of Health,2024-04-11,85,False,True,False,https://www.newportnews-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.0371,-76.493
727,Piedmont Village,2100 Constitution Avenue,Newport News,,VA,22727,(714) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,VA-ALF-70727,Virginia Department of Health,2024-05-12,86,False,False,False,https://www.newportnews-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.0471,-76.483
728,Colonial Manor,1000 Main Street,Norfolk,,VA,22728,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70728,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.norfolk-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.796800000000005,-76.32520000000001
729,Commonwealth Commons,1100 Virginia Avenue,Norfolk,,VA,22729,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70729,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.norfolk-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.8068,-76.3152
730,Old Dominion Village,1200 Colonial Drive,Norfolk,,VA,22730,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70730,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.norfolk-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.8168,-76.3052
731,Virginia Heritage Care,1300 Commonwealth Boulevard,Norfolk,,VA,22731,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70731,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.norfolk-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.8268,-76.29520000000001
732,Potomac River Manor,1400 Jefferson Street,Norfolk,,VA,22732,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70732,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.norfolk-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.836800000000004,-76.2852
733,Shenandoah Valley Village,1500 Washington Avenue,Norfolk,,VA,22733,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70733,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.norfolk-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.8468,-76.2752
734,Blue Ridge Commons,1600 Madison Street,Norfolk,,VA,22734,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70734,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.norfolk-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.8568,-76.26520000000001
735,Chesapeake Bay Manor,1700 Monroe Drive,Norfolk,,VA,22735,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70735,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.norfolk-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.866800000000005,-76.2552
736,James River Village,1800 Old Dominion Avenue,Norfolk,,VA,22736,(711) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,VA-ALF-70736,Virginia Department of Health,2024-11-09,83,False,True,True,https://www.norfolk-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.8768,-76.32520000000001
737,Rappahannock Commons,1900 Liberty Street,Norfolk,,VA,22737,(712) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,VA-ALF-70737,Virginia Department of Health,2024-03-10,84,True,False,False,https://www.norfolk-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.8868,-76.3152
738,Tidewater Manor,2000 Independence Boulevard,Norfolk,,VA,22738,(713) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,VA-ALF-70738,Virginia Department of Health,2024-04-11,85,False,True,False,https://www.norfolk-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.796800000000005,-76.3052
739,Piedmont Village,2100 Constitution Avenue,Norfolk,,VA,22739,(714) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,VA-ALF-70739,Virginia Department of Health,2024-05-12,86,False,False,False,https://www.norfolk-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.8068,-76.29520000000001
740,Colonial Manor,1000 Main Street,Norton,,VA,22740,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70740,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.norton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
741,Commonwealth Commons,1100 Virginia Avenue,Norton,,VA,22741,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70741,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.norton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
742,Old Dominion Village,1200 Colonial Drive,Norton,,VA,22742,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70742,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.norton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
743,Virginia Heritage Care,1300 Commonwealth Boulevard,Norton,,VA,22743,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70743,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.norton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
744,Potomac River Manor,1400 Jefferson Street,Norton,,VA,22744,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70744,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.norton-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
745,Colonial Manor,1000 Main Street,Petersburg,,VA,22745,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70745,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.petersburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.1779,-77.4419
746,Commonwealth Commons,1100 Virginia Avenue,Petersburg,,VA,22746,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70746,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.petersburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.1879,-77.4319
747,Old Dominion Village,1200 Colonial Drive,Petersburg,,VA,22747,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70747,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.petersburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.1979,-77.4219
748,Virginia Heritage Care,1300 Commonwealth Boulevard,Petersburg,,VA,22748,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70748,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.petersburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.207899999999995,-77.4119
749,Potomac River Manor,1400 Jefferson Street,Petersburg,,VA,22749,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70749,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.petersburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.2179,-77.4019
750,Shenandoah Valley Village,1500 Washington Avenue,Petersburg,,VA,22750,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70750,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.petersburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.2279,-77.39189999999999
751,Blue Ridge Commons,1600 Madison Street,Petersburg,,VA,22751,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70751,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.petersburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.237899999999996,-77.3819
752,Chesapeake Bay Manor,1700 Monroe Drive,Petersburg,,VA,22752,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70752,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.petersburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.2479,-77.3719
753,Colonial Manor,1000 Main Street,Poquoson,,VA,22753,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70753,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.poquoson-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
754,Commonwealth Commons,1100 Virginia Avenue,Poquoson,,VA,22754,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70754,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.poquoson-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
755,Old Dominion Village,1200 Colonial Drive,Poquoson,,VA,22755,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70755,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.poquoson-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
756,Virginia Heritage Care,1300 Commonwealth Boulevard,Poquoson,,VA,22756,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70756,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.poquoson-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
757,Potomac River Manor,1400 Jefferson Street,Poquoson,,VA,22757,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70757,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.poquoson-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
758,Colonial Manor,1000 Main Street,Portsmouth,,VA,22758,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70758,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.portsmouth-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.7854,-76.3383
759,Commonwealth Commons,1100 Virginia Avenue,Portsmouth,,VA,22759,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70759,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.portsmouth-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.7954,-76.3283
760,Old Dominion Village,1200 Colonial Drive,Portsmouth,,VA,22760,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70760,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.portsmouth-senior-living.com,Active,Virginia Department of Health,2025-07-17,36.8054,-76.3183
