provider_name,facility_type,address,city,state,phone,license_number,license_status,ownership_type,services,care_category,county,source_url,scraped_date
Garden Nueces Senior Housing,Senior Living Community,261 Medical Center Place,Robinson,TX,(346) 838-3000,RC39938,Licensed,Corporate,"Assisted Living, Memory Care",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998121
Lone Star McLennan Assisted Living,Assisted Living and Memory Care,5700 Main Way,Robinson,TX,(945) 966-4334,ASL50264,Active,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998139
Cedar Assisted Living,Senior Living Community,2538 Gulf Freeway Avenue,Waco,TX,(915) 617-8195,LTC52712,Active,Non-Profit,"Assisted Living, Memory Care",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998153
Manor Galveston Community Living,Senior Living Community,103 Montrose Drive,Lorena,TX,(737) 474-6129,RC97549,Active - Good Standing,Corporate,"Memory Care, Skilled Nursing",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998167
Legacy Health Services,Assisted Living Center,3538 Lincoln Way,Waco,TX,(682) 828-1324,LTC75849,Active - Good Standing,Non-Profit,"Assisted Living, Respite Care",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998180
Gardens Senior Living,Assisted Living Center,6466 University Boulevard,Lacy Lakeview,TX,(713) 223-9918,LTC36779,Active - Good Standing,Family-Owned,"Assisted Living, Respite Care",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998193
South Texas Care Center,Residential Care Facility,5900 Jefferson Street,Hewitt,TX,(210) 349-1441,RC44553,Active - Good Standing,Non-Profit,"Assisted Living, Respite Care",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998210
East Texas Senior Living,Assisted Living Center,8347 Park Street,Lorena,TX,(903) 599-5970,ALF22438,Licensed,Family-Owned,"Assisted Living, Memory Care",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998226
Place Assisted Living Center,Assisted Living Facility,9153 Katy Freeway Court,Waco,TX,(817) 305-7762,RC57924,Licensed,Corporate,"Memory Care, Skilled Nursing",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998239
Texas Community Living,Assisted Living and Memory Care,706 Washington Way,Hewitt,TX,(915) 849-3621,ASL99438,Licensed,Private,"Memory Care, Skilled Nursing",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998253
Magnolia Galveston Senior Campus,Senior Living Community,2434 Park Boulevard,Hewitt,TX,(682) 312-2732,RC55336,Active - Good Standing,Corporate,"Memory Care, Skilled Nursing",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998267
Brookdale Brazoria Senior Living,Residential Care Facility,5046 San Antonio Drive,Lorena,TX,(254) 993-7719,ALF80692,Active,Family-Owned,"Assisted Living, Independent Living",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998282
Ridge Tarrant Senior Community,Assisted Living Center,1391 Eastex Freeway Court,Woodway,TX,(903) 861-5911,LTC14866,Licensed,Corporate,"Memory Care, Skilled Nursing",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998296
Baptist Health Services,Assisted Living Center,8847 Southwest Freeway Boulevard,Robinson,TX,(979) 801-3513,RC72820,Active - Good Standing,Corporate,"Assisted Living, Respite Care",Assisted Living,McLennan,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998310
Houston Methodist Community Living,Assisted Living and Memory Care,1936 Mockingbird Place,Zuehl,TX,(726) 564-2129,ALF80577,Active,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998325
Legacy Collin Senior Care Center,Senior Living Community,8840 Mockingbird Way,Zuehl,TX,(726) 262-1884,RC14672,Licensed,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998340
Brookdale Senior Housing,Assisted Living and Memory Care,7941 Mockingbird Boulevard,Santa Clara,TX,(903) 910-5959,ALF34373,Active,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998357
The Arbors Residential Care,Senior Living Community,2330 Mockingbird Court,Staples,TX,(979) 447-9043,RC31113,Active,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998370
Belmont Village Denton Senior Living,Senior Living Community,9090 Austin Way,Marion,TX,(903) 660-1841,ALF80610,Active - Good Standing,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998385
Sunrise Community Living,Senior Living Community,9893 Main Street,Marion,TX,(281) 723-1364,ALF45028,Active,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998398
West Texas Denton Residential Care,Assisted Living and Memory Care,2098 Medical Center Court,Geronimo,TX,(409) 903-2538,RC82952,Licensed,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998413
HCA Senior Care Center,Assisted Living and Memory Care,8355 San Antonio Avenue,Marion,TX,(903) 821-7867,LTC60608,Active - Good Standing,Corporate,"Assisted Living, Respite Care",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998429
Place Jefferson Senior Residence,Assisted Living Facility,6199 University Drive,Seguin,TX,(830) 483-3695,RC43523,Licensed,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998443
Willow Senior Services,Assisted Living Facility,175 Bellaire Drive,Zuehl,TX,(832) 709-3294,RC86512,Active - Good Standing,Corporate,"Assisted Living, Memory Care",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998456
Maple Assisted Living Facility,Assisted Living Facility,5496 Medical Center Street,Cibolo,TX,(713) 293-5758,RC63875,Licensed,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998470
Ridge Care Community,Senior Living Community,9016 Park Road,Seguin,TX,(430) 730-8071,RC56764,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998483
West Texas Nueces Care Services,Assisted Living Facility,9988 Dallas Street,Staples,TX,(713) 286-3059,LTC10738,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998517
Estate Senior Care,Assisted Living Facility,2673 Bellaire Boulevard,New Braunfels,TX,(817) 833-1009,LTC38251,Active,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998537
West Texas McLennan Senior Services,Residential Care Facility,1902 Skillman Boulevard,Seguin,TX,(817) 485-6376,RC41417,Active - Good Standing,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998552
Gulf Coast Travis Senior Services,Senior Living Community,973 Lincoln Lane,Geronimo,TX,(325) 453-1490,ASL22122,Active - Good Standing,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998567
Mesquite Care Services,Assisted Living and Memory Care,413 Southwest Freeway Way,Seguin,TX,(945) 438-2319,LTC71556,Active,Private,"Assisted Living, Memory Care",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998580
Hill Country Senior Housing,Assisted Living Facility,5761 Westheimer Court,Schertz,TX,(903) 502-7847,ASL74192,Active - Good Standing,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998592
Ascension Williamson Independent Living,Assisted Living and Memory Care,8031 University Boulevard,Schertz,TX,(214) 268-3784,ASL16283,Licensed,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998606
Silverado Retirement Community,Assisted Living and Memory Care,6587 Beltway Drive,Marion,TX,(972) 286-8418,RC70523,Licensed,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998619
Presbyterian Williamson Assisted Living,Assisted Living Center,5948 University Boulevard,Santa Clara,TX,(325) 757-2473,ALF20730,Active - Good Standing,Private,"Assisted Living, Memory Care",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998633
Ascension Assisted Care,Senior Living Community,2338 Skillman Way,Seguin,TX,(979) 754-2992,ALF64034,Licensed,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Guadalupe,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998646
Medical Center Community Living,Assisted Living and Memory Care,685 University Drive,Mirando City,TX,(281) 931-1145,ALF80558,Licensed,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998666
Methodist Residential Care,Assisted Living Center,3869 Main Road,Encinal,TX,(346) 596-7760,LTC35209,Active,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998679
Houston Methodist Retirement Community,Assisted Living Center,5260 Katy Freeway Court,Oilton,TX,(409) 437-2389,ASL88545,Active,Private,"Assisted Living, Independent Living",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998693
Elm McLennan Senior Campus,Assisted Living Center,8102 Cedar Road,El Cenizo,TX,(830) 595-1543,LTC27793,Active - Good Standing,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998714
Sunset Fort Bend Senior Campus,Assisted Living Facility,9339 Gulf Freeway Lane,Oilton,TX,(469) 773-5629,ASL86306,Licensed,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998729
Manor El Paso Assisted Living Center,Senior Living Community,5388 Bellaire Place,El Cenizo,TX,(903) 482-7648,ASL35052,Active - Good Standing,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998743
UT Health Care Center,Assisted Living and Memory Care,2738 Montrose Court,Bruni,TX,(432) 203-8846,ASL86500,Active - Good Standing,Corporate,"Assisted Living, Memory Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998760
Ascension Senior Campus,Residential Care Facility,6315 Memorial Way,El Cenizo,TX,(972) 402-1351,LTC50102,Active - Good Standing,Corporate,"Assisted Living, Memory Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998772
Place Care Community,Assisted Living and Memory Care,6133 Houston Way,Mirando City,TX,(254) 519-8417,RC80093,Active - Good Standing,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998783
Memorial Living Center,Assisted Living Center,2339 Austin Lane,Aguilares,TX,(903) 235-3695,ALF54664,Licensed,Corporate,"Assisted Living, Respite Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998795
Terrace Assisted Care,Assisted Living and Memory Care,3129 Kirby Court,Mirando City,TX,(254) 205-8789,ALF15317,Active - Good Standing,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998810
HCA Care Community,Residential Care Facility,1541 Beltway Way,Mirando City,TX,(346) 296-3546,ALF54506,Active,Corporate,"Assisted Living, Independent Living",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998822
Regional Harris Living Center,Assisted Living Facility,3859 Westheimer Road,Botines,TX,(682) 534-4642,ASL69745,Active - Good Standing,Private,"Assisted Living, Respite Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998841
Premier Retirement Community,Residential Care Facility,2498 Pine Boulevard,Botines,TX,(945) 725-5770,ALF10449,Active,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998854
Terrace Assisted Living Center,Senior Living Community,4333 Beltway Avenue,Catarina,TX,(512) 278-5867,RC71749,Licensed,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998867
Ascension Health Services,Assisted Living Facility,9252 Bellaire Boulevard,Oilton,TX,(903) 723-9893,ALF16349,Licensed,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998879
Regional Dallas Senior Residence,Residential Care Facility,9501 Main Street,Botines,TX,(956) 600-2568,ALF58298,Active,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998893
Mesquite Senior Care,Assisted Living Center,7461 Bellaire Lane,El Cenizo,TX,(817) 764-1418,RC48157,Active,Private,"Assisted Living, Independent Living",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998907
UT Health Senior Living,Assisted Living Center,241 University Drive,Encinal,TX,(945) 845-8506,RC62779,Licensed,Non-Profit,"Assisted Living, Respite Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998920
Ascension Assisted Living Center,Assisted Living Facility,4108 University Avenue,Bruni,TX,(281) 693-7549,RC44808,Active,Corporate,"Assisted Living, Independent Living",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998934
East Texas Fort Bend Senior Village,Assisted Living Center,7649 Katy Freeway Lane,El Cenizo,TX,(254) 222-7864,LTC35412,Active - Good Standing,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998953
Gulf Coast McLennan Assisted Care,Residential Care Facility,2537 Lovers Road,Aguilares,TX,(325) 768-6026,LTC49527,Licensed,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998967
Magnolia Assisted Care,Assisted Living Facility,6163 Park Avenue,Rio Bravo,TX,(254) 521-1306,ASL88377,Active - Good Standing,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998981
Emeritus Living Center,Senior Living Community,5567 Oak Boulevard,Mirando City,TX,(817) 722-2490,LTC96159,Active - Good Standing,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.998994
Oak Senior Services,Senior Living Community,4410 Pine Lane,Botines,TX,(682) 651-7867,LTC59589,Licensed,Private,"Assisted Living, Memory Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.999010
Cedar Independent Living,Senior Living Community,6941 Maple Court,Botines,TX,(713) 970-5520,RC57550,Active - Good Standing,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.999024
Baylor Jefferson Senior Care Center,Assisted Living Center,1030 Pine Court,Rio Bravo,TX,(903) 319-8124,ALF97398,Active,Corporate,"Assisted Living, Respite Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.999038
Baptist Senior Services,Assisted Living and Memory Care,8882 Gulf Freeway Road,Botines,TX,(726) 476-9889,ASL59914,Licensed,Private,"Assisted Living, Respite Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.999051
Manor Community Living,Residential Care Facility,5407 Greenville Place,Catarina,TX,(915) 849-8739,ASL37174,Active,Private,"Assisted Living, Memory Care",Assisted Living,Webb,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.999064
