id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Gateway Manor,1000 Main Street,Kirksville,Adair,MO,63001,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60001,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.adair-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.139700000000005,-92.62960000000001
652,Ozark Commons,1200 Gateway Boulevard,Eminence,Shannon,MO,63652,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60652,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.shannon-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.1464,-91.3554
653,Missouri River Village,1300 Show-Me Drive,Eminence,Shannon,MO,63653,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60653,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.shannon-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.1564,-91.34540000000001
654,Kansas City Commons,1400 Ozark Street,Eminence,Shannon,MO,63654,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60654,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.shannon-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.1664,-91.3354
655,St. Louis Manor,1500 Kansas City Avenue,Eminence,Shannon,MO,63655,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60655,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.shannon-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.1764,-91.3254
656,Gateway Manor,1000 Main Street,Shelbyville,Shelby,MO,63656,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60656,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.shelby-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.726400000000005,-92.0754
657,Show-Me Village,1100 Missouri Avenue,Shelbyville,Shelby,MO,63657,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60657,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.shelby-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.7364,-92.0654
658,Ozark Commons,1200 Gateway Boulevard,Shelbyville,Shelby,MO,63658,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60658,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.shelby-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.7464,-92.05539999999999
659,Missouri River Village,1300 Show-Me Drive,Shelbyville,Shelby,MO,63659,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60659,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.shelby-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.7564,-92.0454
660,Kansas City Commons,1400 Ozark Street,Shelbyville,Shelby,MO,63660,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60660,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.shelby-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.766400000000004,-92.0354
661,St. Louis Manor,1500 Kansas City Avenue,Shelbyville,Shelby,MO,63661,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60661,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.shelby-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.7764,-92.02539999999999
662,Gateway Manor,1000 Main Street,St. Charles,St. Charles,MO,63662,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60662,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.stcharles-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.7381,-90.5374
663,Show-Me Village,1100 Missouri Avenue,St. Charles,St. Charles,MO,63663,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60663,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.stcharles-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.7481,-90.5274
664,Ozark Commons,1200 Gateway Boulevard,St. Charles,St. Charles,MO,63664,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60664,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.stcharles-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.7581,-90.5174
665,Missouri River Village,1300 Show-Me Drive,St. Charles,St. Charles,MO,63665,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60665,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.stcharles-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.7681,-90.5074
666,Kansas City Commons,1400 Ozark Street,St. Charles,St. Charles,MO,63666,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60666,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.stcharles-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.7781,-90.4974
667,St. Louis Manor,1500 Kansas City Avenue,St. Charles,St. Charles,MO,63667,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60667,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.stcharles-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.7881,-90.4874
668,Springfield Village,1600 St. Louis Boulevard,St. Charles,St. Charles,MO,63668,(320) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,MO-ALF-60668,Missouri Department of Health and Senior Services,2024-09-07,81,True,True,False,https://www.stcharles-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.7981,-90.4774
669,Columbia Commons,1700 Springfield Drive,St. Charles,St. Charles,MO,63669,(321) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,MO-ALF-60669,Missouri Department of Health and Senior Services,2024-10-08,82,False,False,False,https://www.stcharles-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.8081,-90.4674
670,Independence Manor,1800 Independence Street,St. Charles,St. Charles,MO,63670,(322) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,MO-ALF-60670,Missouri Department of Health and Senior Services,2024-11-09,83,False,True,True,https://www.stcharles-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.8181,-90.5374
671,Lee's Summit Village,1900 Liberty Avenue,St. Charles,St. Charles,MO,63671,(323) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,MO-ALF-60671,Missouri Department of Health and Senior Services,2024-03-10,84,True,False,False,https://www.stcharles-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.8281,-90.5274
672,Blue Springs Commons,2000 Branson Boulevard,St. Charles,St. Charles,MO,63672,(324) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,50,MO-ALF-60672,Missouri Department of Health and Senior Services,2024-04-11,85,False,True,False,https://www.stcharles-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.7381,-90.5174
673,Liberty Manor,2100 Mississippi Drive,St. Charles,St. Charles,MO,63673,(325) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,51,MO-ALF-60673,Missouri Department of Health and Senior Services,2024-05-12,86,False,False,False,https://www.stcharles-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.7481,-90.5074
674,Branson Village,2200 Missouri River Road,St. Charles,St. Charles,MO,63674,(326) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,52,MO-ALF-60674,Missouri Department of Health and Senior Services,2024-06-13,87,True,True,True,https://www.stcharles-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.7581,-90.4974
675,Cape Girardeau Commons,2300 Truman Street,St. Charles,St. Charles,MO,63675,(327) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,53,MO-ALF-60675,Missouri Department of Health and Senior Services,2024-07-14,88,False,False,False,https://www.stcharles-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.7681,-90.4874
676,Joplin Manor,2400 Mark Twain Avenue,St. Charles,St. Charles,MO,63676,(328) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,54,MO-ALF-60676,Missouri Department of Health and Senior Services,2024-08-15,89,False,True,False,https://www.stcharles-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.7781,-90.4774
677,Gateway Manor,1000 Main Street,Osceola,St. Clair,MO,63677,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60677,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.stclair-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.0264,-93.7754
678,Show-Me Village,1100 Missouri Avenue,Osceola,St. Clair,MO,63678,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60678,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.stclair-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.0364,-93.7654
679,Ozark Commons,1200 Gateway Boulevard,Osceola,St. Clair,MO,63679,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60679,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.stclair-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.0464,-93.7554
680,Missouri River Village,1300 Show-Me Drive,Osceola,St. Clair,MO,63680,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60680,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.stclair-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.0564,-93.7454
681,Kansas City Commons,1400 Ozark Street,Osceola,St. Clair,MO,63681,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60681,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.stclair-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.0664,-93.7354
682,St. Louis Manor,1500 Kansas City Avenue,Osceola,St. Clair,MO,63682,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60682,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.stclair-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.0764,-93.7254
683,Gateway Manor,1000 Main Street,Farmington,St. Francois,MO,63683,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60683,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.stfrancois-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.726400000000005,-90.47540000000001
684,Show-Me Village,1100 Missouri Avenue,Farmington,St. Francois,MO,63684,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60684,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.stfrancois-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.7364,-90.4654
685,Ozark Commons,1200 Gateway Boulevard,Farmington,St. Francois,MO,63685,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60685,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.stfrancois-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.7464,-90.4554
686,Missouri River Village,1300 Show-Me Drive,Farmington,St. Francois,MO,63686,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60686,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.stfrancois-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.7564,-90.4454
687,Kansas City Commons,1400 Ozark Street,Farmington,St. Francois,MO,63687,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60687,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.stfrancois-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.766400000000004,-90.4354
688,St. Louis Manor,1500 Kansas City Avenue,Farmington,St. Francois,MO,63688,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60688,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.stfrancois-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.7764,-90.4254
689,Gateway Manor,1000 Main Street,Clayton,St. Louis,MO,63689,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60689,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.stlouis-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.577000000000005,-90.2394
690,Show-Me Village,1100 Missouri Avenue,Clayton,St. Louis,MO,63690,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60690,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.stlouis-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.587,-90.2294
691,Ozark Commons,1200 Gateway Boulevard,Clayton,St. Louis,MO,63691,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60691,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.stlouis-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.597,-90.2194
692,Missouri River Village,1300 Show-Me Drive,Clayton,St. Louis,MO,63692,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60692,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.stlouis-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.607,-90.2094
693,Kansas City Commons,1400 Ozark Street,Clayton,St. Louis,MO,63693,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60693,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.stlouis-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.617000000000004,-90.1994
