id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Great Lakes Manor,1000 Main Street,Harrisville,Alcona,MI,48001,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30001,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.alcona-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
497,Pine Ridge,1200 Michigan Avenue,Port Huron,St. Clair,MI,48497,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30497,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.stclair-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.7909,-82.5569
498,Maple Gardens,1300 Lake Street,Port Huron,St. Clair,MI,48498,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30498,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.stclair-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.8009,-82.54690000000001
499,Heartland Manor,1400 Oak Street,Port Huron,St. Clair,MI,48499,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30499,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.stclair-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.810900000000004,-82.5369
500,Autumn Ridge,1500 Maple Avenue,Port Huron,St. Clair,MI,48500,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30500,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.stclair-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.8209,-82.5269
501,Sunrise Manor,1600 Pine Street,Port Huron,St. Clair,MI,48501,(319) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,MI-ALF-30501,Michigan Department of Health and Human Services,2024-09-07,76,True,True,False,https://www.stclair-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.8309,-82.5169
502,Riverside Commons,1700 Cedar Avenue,Port Huron,St. Clair,MI,48502,(320) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,MI-ALF-30502,Michigan Department of Health and Human Services,2024-10-08,77,False,False,False,https://www.stclair-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.840900000000005,-82.5069
503,Great Lakes Manor,1000 Main Street,Centreville,St. Joseph,MI,48503,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30503,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.stjoseph-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
504,Lakeside Living,1100 State Street,Centreville,St. Joseph,MI,48504,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30504,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.stjoseph-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
505,Pine Ridge,1200 Michigan Avenue,Centreville,St. Joseph,MI,48505,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30505,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.stjoseph-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
506,Maple Gardens,1300 Lake Street,Centreville,St. Joseph,MI,48506,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30506,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.stjoseph-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
507,Heartland Manor,1400 Oak Street,Centreville,St. Joseph,MI,48507,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30507,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.stjoseph-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
508,Autumn Ridge,1500 Maple Avenue,Centreville,St. Joseph,MI,48508,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30508,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.stjoseph-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
509,Great Lakes Manor,1000 Main Street,Caro,Tuscola,MI,48509,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30509,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.tuscola-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
510,Lakeside Living,1100 State Street,Caro,Tuscola,MI,48510,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30510,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.tuscola-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
511,Pine Ridge,1200 Michigan Avenue,Caro,Tuscola,MI,48511,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30511,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.tuscola-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
512,Maple Gardens,1300 Lake Street,Caro,Tuscola,MI,48512,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30512,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.tuscola-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
513,Heartland Manor,1400 Oak Street,Caro,Tuscola,MI,48513,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30513,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.tuscola-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
514,Autumn Ridge,1500 Maple Avenue,Caro,Tuscola,MI,48514,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30514,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.tuscola-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
515,Great Lakes Manor,1000 Main Street,Paw Paw,Van Buren,MI,48515,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30515,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.vanburen-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
516,Lakeside Living,1100 State Street,Paw Paw,Van Buren,MI,48516,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30516,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.vanburen-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
517,Pine Ridge,1200 Michigan Avenue,Paw Paw,Van Buren,MI,48517,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30517,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.vanburen-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
518,Maple Gardens,1300 Lake Street,Paw Paw,Van Buren,MI,48518,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30518,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.vanburen-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
519,Heartland Manor,1400 Oak Street,Paw Paw,Van Buren,MI,48519,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30519,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.vanburen-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
520,Autumn Ridge,1500 Maple Avenue,Paw Paw,Van Buren,MI,48520,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30520,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.vanburen-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
521,Great Lakes Manor,1000 Main Street,Ann Arbor,Washtenaw,MI,48521,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30521,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.washtenaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2276,-83.77820000000001
522,Lakeside Living,1100 State Street,Ann Arbor,Washtenaw,MI,48522,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30522,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.washtenaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2376,-83.76820000000001
523,Pine Ridge,1200 Michigan Avenue,Ann Arbor,Washtenaw,MI,48523,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30523,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.washtenaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2476,-83.7582
524,Maple Gardens,1300 Lake Street,Ann Arbor,Washtenaw,MI,48524,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30524,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.washtenaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2576,-83.74820000000001
525,Heartland Manor,1400 Oak Street,Ann Arbor,Washtenaw,MI,48525,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30525,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.washtenaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2676,-83.7382
526,Autumn Ridge,1500 Maple Avenue,Ann Arbor,Washtenaw,MI,48526,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30526,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.washtenaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2776,-83.7282
527,Sunrise Manor,1600 Pine Street,Ann Arbor,Washtenaw,MI,48527,(319) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,MI-ALF-30527,Michigan Department of Health and Human Services,2024-09-07,76,True,True,False,https://www.washtenaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2876,-83.71820000000001
528,Riverside Commons,1700 Cedar Avenue,Ann Arbor,Washtenaw,MI,48528,(320) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,MI-ALF-30528,Michigan Department of Health and Human Services,2024-10-08,77,False,False,False,https://www.washtenaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2976,-83.7082
529,Heritage House,1800 First Street,Ann Arbor,Washtenaw,MI,48529,(321) 408-1008,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,33,MI-ALF-30529,Michigan Department of Health and Human Services,2024-11-09,78,False,True,True,https://www.washtenaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.3076,-83.77820000000001
530,Sunset Village,1900 Second Street,Ann Arbor,Washtenaw,MI,48530,(322) 409-1009,Senior Living,Continuing Care; Respite Care; Adult Day Services,34,MI-ALF-30530,Michigan Department of Health and Human Services,2024-03-10,79,True,False,False,https://www.washtenaw-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.3176,-83.76820000000001
531,Great Lakes Manor,1000 Main Street,Detroit,Wayne,MI,48531,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30531,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.wayne-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.281400000000005,-83.0858
532,Lakeside Living,1100 State Street,Detroit,Wayne,MI,48532,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30532,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.wayne-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2914,-83.0758
533,Pine Ridge,1200 Michigan Avenue,Detroit,Wayne,MI,48533,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30533,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.wayne-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.3014,-83.0658
534,Maple Gardens,1300 Lake Street,Detroit,Wayne,MI,48534,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30534,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.wayne-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.3114,-83.0558
535,Heartland Manor,1400 Oak Street,Detroit,Wayne,MI,48535,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30535,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.wayne-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.321400000000004,-83.0458
536,Autumn Ridge,1500 Maple Avenue,Detroit,Wayne,MI,48536,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30536,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.wayne-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.3314,-83.0358
537,Sunrise Manor,1600 Pine Street,Detroit,Wayne,MI,48537,(319) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,MI-ALF-30537,Michigan Department of Health and Human Services,2024-09-07,76,True,True,False,https://www.wayne-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.3414,-83.0258
538,Riverside Commons,1700 Cedar Avenue,Detroit,Wayne,MI,48538,(320) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,MI-ALF-30538,Michigan Department of Health and Human Services,2024-10-08,77,False,False,False,https://www.wayne-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.351400000000005,-83.0158
539,Heritage House,1800 First Street,Detroit,Wayne,MI,48539,(321) 408-1008,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,33,MI-ALF-30539,Michigan Department of Health and Human Services,2024-11-09,78,False,True,True,https://www.wayne-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.3614,-83.0858
