id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Hoosier Heritage Manor,1000 Main Street,Decatur,Adams,IN,46001,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30001,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.adams-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
539,Prairie Creek Manor,1700 Cedar Avenue,Evansville,Vanderburgh,IN,46539,(324) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,IN-ALF-30539,Indiana State Department of Health,2024-10-08,82,False,False,False,https://www.vanderburgh-senior-living.com,Active,Indiana State Department of Health,2025-07-17,37.991600000000005,-87.541
540,Heartland Village,1800 First Street,Evansville,Vanderburgh,IN,46540,(325) 408-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,33,IN-ALF-30540,Indiana State Department of Health,2024-11-09,83,False,True,True,https://www.vanderburgh-senior-living.com,Active,Indiana State Department of Health,2025-07-17,38.0016,-87.611
541,Maple Grove Manor,1900 Second Street,Evansville,Vanderburgh,IN,46541,(326) 409-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,34,IN-ALF-30541,Indiana State Department of Health,2024-03-10,84,True,False,False,https://www.vanderburgh-senior-living.com,Active,Indiana State Department of Health,2025-07-17,38.0116,-87.601
542,Hoosier Heritage Manor,1000 Main Street,Newport,Vermillion,IN,46542,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30542,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.vermillion-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
543,Crossroads Commons,1100 State Street,Newport,Vermillion,IN,46543,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30543,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.vermillion-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
544,Wabash Valley Care,1200 Washington Street,Newport,Vermillion,IN,46544,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30544,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.vermillion-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
545,Circle City Manor,1300 Lincoln Avenue,Newport,Vermillion,IN,46545,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30545,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.vermillion-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
546,Corn Belt Commons,1400 Oak Street,Newport,Vermillion,IN,46546,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30546,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.vermillion-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
547,Indiana Crossroads,1500 Maple Avenue,Newport,Vermillion,IN,46547,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30547,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.vermillion-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
548,Hoosier Heritage Manor,1000 Main Street,Terre Haute,Vigo,IN,46548,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30548,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.vigo-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.416700000000006,-87.4539
549,Crossroads Commons,1100 State Street,Terre Haute,Vigo,IN,46549,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30549,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.vigo-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.426700000000004,-87.4439
550,Wabash Valley Care,1200 Washington Street,Terre Haute,Vigo,IN,46550,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30550,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.vigo-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.4367,-87.4339
551,Circle City Manor,1300 Lincoln Avenue,Terre Haute,Vigo,IN,46551,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30551,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.vigo-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.4467,-87.4239
552,Corn Belt Commons,1400 Oak Street,Terre Haute,Vigo,IN,46552,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30552,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.vigo-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.456700000000005,-87.4139
553,Indiana Crossroads,1500 Maple Avenue,Terre Haute,Vigo,IN,46553,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30553,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.vigo-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.4667,-87.4039
554,Hoosier Heritage Manor,1000 Main Street,Wabash,Wabash,IN,46554,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30554,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.wabash-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
555,Crossroads Commons,1100 State Street,Wabash,Wabash,IN,46555,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30555,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.wabash-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
556,Wabash Valley Care,1200 Washington Street,Wabash,Wabash,IN,46556,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30556,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.wabash-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
557,Circle City Manor,1300 Lincoln Avenue,Wabash,Wabash,IN,46557,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30557,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.wabash-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
558,Corn Belt Commons,1400 Oak Street,Wabash,Wabash,IN,46558,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30558,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.wabash-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
559,Indiana Crossroads,1500 Maple Avenue,Wabash,Wabash,IN,46559,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30559,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.wabash-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
560,Hoosier Heritage Manor,1000 Main Street,Williamsport,Warren,IN,46560,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30560,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.warren-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
561,Crossroads Commons,1100 State Street,Williamsport,Warren,IN,46561,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30561,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.warren-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
562,Wabash Valley Care,1200 Washington Street,Williamsport,Warren,IN,46562,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30562,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.warren-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
563,Circle City Manor,1300 Lincoln Avenue,Williamsport,Warren,IN,46563,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30563,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.warren-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
564,Corn Belt Commons,1400 Oak Street,Williamsport,Warren,IN,46564,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30564,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.warren-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
565,Indiana Crossroads,1500 Maple Avenue,Williamsport,Warren,IN,46565,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30565,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.warren-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
566,Hoosier Heritage Manor,1000 Main Street,Boonville,Warrick,IN,46566,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30566,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.warrick-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
567,Crossroads Commons,1100 State Street,Boonville,Warrick,IN,46567,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30567,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.warrick-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
568,Wabash Valley Care,1200 Washington Street,Boonville,Warrick,IN,46568,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30568,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.warrick-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
569,Circle City Manor,1300 Lincoln Avenue,Boonville,Warrick,IN,46569,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30569,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.warrick-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
570,Corn Belt Commons,1400 Oak Street,Boonville,Warrick,IN,46570,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30570,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.warrick-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
571,Indiana Crossroads,1500 Maple Avenue,Boonville,Warrick,IN,46571,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30571,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.warrick-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
572,Hoosier Heritage Manor,1000 Main Street,Salem,Washington,IN,46572,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30572,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.washington-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
573,Crossroads Commons,1100 State Street,Salem,Washington,IN,46573,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30573,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.washington-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
574,Wabash Valley Care,1200 Washington Street,Salem,Washington,IN,46574,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30574,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.washington-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
575,Circle City Manor,1300 Lincoln Avenue,Salem,Washington,IN,46575,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30575,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.washington-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
576,Corn Belt Commons,1400 Oak Street,Salem,Washington,IN,46576,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30576,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.washington-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
577,Indiana Crossroads,1500 Maple Avenue,Salem,Washington,IN,46577,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30577,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.washington-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
578,Hoosier Heritage Manor,1000 Main Street,Richmond,Wayne,IN,46578,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30578,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.wayne-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
579,Crossroads Commons,1100 State Street,Richmond,Wayne,IN,46579,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30579,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.wayne-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
580,Wabash Valley Care,1200 Washington Street,Richmond,Wayne,IN,46580,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30580,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.wayne-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
581,Circle City Manor,1300 Lincoln Avenue,Richmond,Wayne,IN,46581,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30581,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.wayne-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
582,Corn Belt Commons,1400 Oak Street,Richmond,Wayne,IN,46582,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30582,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.wayne-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
583,Indiana Crossroads,1500 Maple Avenue,Richmond,Wayne,IN,46583,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30583,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.wayne-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
584,Hoosier Heritage Manor,1000 Main Street,Bluffton,Wells,IN,46584,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30584,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.wells-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
585,Crossroads Commons,1100 State Street,Bluffton,Wells,IN,46585,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30585,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.wells-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
586,Wabash Valley Care,1200 Washington Street,Bluffton,Wells,IN,46586,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30586,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.wells-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
587,Circle City Manor,1300 Lincoln Avenue,Bluffton,Wells,IN,46587,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30587,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.wells-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
