id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Sunflower Manor,1000 Main Street,Iola,Allen,KS,66001,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70001,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.allen-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.876400000000004,-95.47540000000001
616,Wheat Country Commons,1200 Sunflower Boulevard,Wellington,Sumner,KS,66616,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70616,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.sumner-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.2464,-97.4554
617,Jayhawk Village,1300 Prairie Drive,Wellington,Sumner,KS,66617,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70617,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.sumner-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.2564,-97.4454
618,Wichita Commons,1400 Wheat Street,Wellington,Sumner,KS,66618,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70618,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.sumner-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.266400000000004,-97.4354
619,Sunflower Manor,1000 Main Street,Colby,Thomas,KS,66619,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70619,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.thomas-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.3264,-101.0754
620,Prairie Village,1100 Kansas Avenue,Colby,Thomas,KS,66620,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70620,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.thomas-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.3364,-101.0654
621,Wheat Country Commons,1200 Sunflower Boulevard,Colby,Thomas,KS,66621,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70621,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.thomas-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.346399999999996,-101.05539999999999
622,Jayhawk Village,1300 Prairie Drive,Colby,Thomas,KS,66622,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70622,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.thomas-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.356399999999994,-101.0454
623,Wichita Commons,1400 Wheat Street,Colby,Thomas,KS,66623,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70623,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.thomas-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.3664,-101.0354
624,Sunflower Manor,1000 Main Street,WaKeeney,Trego,KS,66624,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70624,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.trego-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.876400000000004,-99.97540000000001
625,Prairie Village,1100 Kansas Avenue,WaKeeney,Trego,KS,66625,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70625,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.trego-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.8864,-99.9654
626,Wheat Country Commons,1200 Sunflower Boulevard,WaKeeney,Trego,KS,66626,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70626,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.trego-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.8964,-99.9554
627,Jayhawk Village,1300 Prairie Drive,WaKeeney,Trego,KS,66627,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70627,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.trego-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.9064,-99.9454
628,Wichita Commons,1400 Wheat Street,WaKeeney,Trego,KS,66628,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70628,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.trego-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.9164,-99.9354
629,Sunflower Manor,1000 Main Street,Alma,Wabaunsee,KS,66629,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70629,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.wabaunsee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.976400000000005,-96.2754
630,Prairie Village,1100 Kansas Avenue,Alma,Wabaunsee,KS,66630,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70630,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.wabaunsee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.9864,-96.2654
631,Wheat Country Commons,1200 Sunflower Boulevard,Alma,Wabaunsee,KS,66631,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70631,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.wabaunsee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.9964,-96.2554
632,Jayhawk Village,1300 Prairie Drive,Alma,Wabaunsee,KS,66632,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70632,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.wabaunsee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.0064,-96.2454
633,Wichita Commons,1400 Wheat Street,Alma,Wabaunsee,KS,66633,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70633,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.wabaunsee-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.016400000000004,-96.2354
634,Sunflower Manor,1000 Main Street,Sharon Springs,Wallace,KS,66634,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70634,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.wallace-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.876400000000004,-101.5754
635,Prairie Village,1100 Kansas Avenue,Sharon Springs,Wallace,KS,66635,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70635,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.wallace-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.8864,-101.5654
636,Wheat Country Commons,1200 Sunflower Boulevard,Sharon Springs,Wallace,KS,66636,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70636,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.wallace-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.8964,-101.55539999999999
637,Jayhawk Village,1300 Prairie Drive,Sharon Springs,Wallace,KS,66637,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70637,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.wallace-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.9064,-101.5454
638,Wichita Commons,1400 Wheat Street,Sharon Springs,Wallace,KS,66638,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70638,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.wallace-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.9164,-101.5354
639,Sunflower Manor,1000 Main Street,Washington,Washington,KS,66639,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70639,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.washington-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7764,-97.0754
640,Prairie Village,1100 Kansas Avenue,Washington,Washington,KS,66640,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70640,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.washington-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7864,-97.0654
641,Wheat Country Commons,1200 Sunflower Boulevard,Washington,Washington,KS,66641,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70641,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.washington-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7964,-97.05539999999999
642,Jayhawk Village,1300 Prairie Drive,Washington,Washington,KS,66642,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70642,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.washington-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.8064,-97.0454
643,Wichita Commons,1400 Wheat Street,Washington,Washington,KS,66643,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70643,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.washington-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.8164,-97.0354
644,Sunflower Manor,1000 Main Street,Leoti,Wichita,KS,66644,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70644,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.wichita-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.6764,-101.37540000000001
645,Prairie Village,1100 Kansas Avenue,Leoti,Wichita,KS,66645,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70645,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.wichita-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.6864,-101.36540000000001
646,Wheat Country Commons,1200 Sunflower Boulevard,Leoti,Wichita,KS,66646,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70646,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.wichita-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.6964,-101.3554
647,Jayhawk Village,1300 Prairie Drive,Leoti,Wichita,KS,66647,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70647,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.wichita-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.706399999999995,-101.34540000000001
648,Wichita Commons,1400 Wheat Street,Leoti,Wichita,KS,66648,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70648,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.wichita-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.7164,-101.3354
649,Sunflower Manor,1000 Main Street,Fredonia,Wilson,KS,66649,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70649,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.wilson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.4264,-95.7754
650,Prairie Village,1100 Kansas Avenue,Fredonia,Wilson,KS,66650,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70650,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.wilson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.4364,-95.7654
651,Wheat Country Commons,1200 Sunflower Boulevard,Fredonia,Wilson,KS,66651,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70651,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.wilson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.4464,-95.7554
652,Jayhawk Village,1300 Prairie Drive,Fredonia,Wilson,KS,66652,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70652,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.wilson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.456399999999995,-95.7454
653,Wichita Commons,1400 Wheat Street,Fredonia,Wilson,KS,66653,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70653,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.wilson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.4664,-95.7354
654,Sunflower Manor,1000 Main Street,Yates Center,Woodson,KS,66654,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70654,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.woodson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.8264,-95.7754
655,Prairie Village,1100 Kansas Avenue,Yates Center,Woodson,KS,66655,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70655,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.woodson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.8364,-95.7654
656,Wheat Country Commons,1200 Sunflower Boulevard,Yates Center,Woodson,KS,66656,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70656,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.woodson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.846399999999996,-95.7554
657,Jayhawk Village,1300 Prairie Drive,Yates Center,Woodson,KS,66657,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70657,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.woodson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.856399999999994,-95.7454
