id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Buckeye Manor,1000 Main Street,West Union,Adams,OH,43001,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40001,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.adams-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
702,Sunrise Manor,1600 Pine Street,Van Wert,Van Wert,OH,43702,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40702,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.vanwert-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
703,Lakeside Living,1700 Cedar Avenue,Van Wert,Van Wert,OH,43703,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40703,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.vanwert-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
704,Buckeye Manor,1000 Main Street,McArthur,Vinton,OH,43704,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40704,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.vinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
705,Heartland Commons,1100 State Street,McArthur,Vinton,OH,43705,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40705,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.vinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
706,Ohio Valley Care,1200 High Street,McArthur,Vinton,OH,43706,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40706,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.vinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
707,River View Manor,1300 Broad Street,McArthur,Vinton,OH,43707,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40707,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.vinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
708,Prairie Village,1400 Oak Street,McArthur,Vinton,OH,43708,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40708,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.vinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
709,Heritage House,1500 Maple Avenue,McArthur,Vinton,OH,43709,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40709,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.vinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
710,Sunrise Manor,1600 Pine Street,McArthur,Vinton,OH,43710,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40710,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.vinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
711,Lakeside Living,1700 Cedar Avenue,McArthur,Vinton,OH,43711,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40711,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.vinton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
712,Buckeye Manor,1000 Main Street,Lebanon,Warren,OH,43712,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40712,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.warren-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.378400000000006,-84.24130000000001
713,Heartland Commons,1100 State Street,Lebanon,Warren,OH,43713,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40713,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.warren-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.388400000000004,-84.2313
714,Ohio Valley Care,1200 High Street,Lebanon,Warren,OH,43714,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40714,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.warren-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.3984,-84.2213
715,River View Manor,1300 Broad Street,Lebanon,Warren,OH,43715,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40715,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.warren-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.4084,-84.21130000000001
716,Prairie Village,1400 Oak Street,Lebanon,Warren,OH,43716,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40716,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.warren-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.418400000000005,-84.2013
717,Heritage House,1500 Maple Avenue,Lebanon,Warren,OH,43717,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40717,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.warren-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.4284,-84.1913
718,Sunrise Manor,1600 Pine Street,Lebanon,Warren,OH,43718,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40718,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.warren-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.4384,-84.18130000000001
719,Lakeside Living,1700 Cedar Avenue,Lebanon,Warren,OH,43719,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40719,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.warren-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.44840000000001,-84.1713
720,Meadowbrook,1800 First Street,Lebanon,Warren,OH,43720,(224) 408-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,OH-ALF-40720,Ohio Department of Health,2024-11-09,83,False,True,True,https://www.warren-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.458400000000005,-84.24130000000001
721,Maple Ridge,1900 Second Street,Lebanon,Warren,OH,43721,(225) 409-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,OH-ALF-40721,Ohio Department of Health,2024-03-10,84,True,False,False,https://www.warren-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.4684,-84.2313
722,Buckeye Manor,1000 Main Street,Marietta,Washington,OH,43722,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40722,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.washington-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
723,Heartland Commons,1100 State Street,Marietta,Washington,OH,43723,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40723,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.washington-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
724,Ohio Valley Care,1200 High Street,Marietta,Washington,OH,43724,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40724,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.washington-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
725,River View Manor,1300 Broad Street,Marietta,Washington,OH,43725,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40725,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.washington-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
726,Prairie Village,1400 Oak Street,Marietta,Washington,OH,43726,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40726,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.washington-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
727,Heritage House,1500 Maple Avenue,Marietta,Washington,OH,43727,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40727,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.washington-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
728,Sunrise Manor,1600 Pine Street,Marietta,Washington,OH,43728,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40728,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.washington-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
729,Lakeside Living,1700 Cedar Avenue,Marietta,Washington,OH,43729,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40729,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.washington-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
730,Buckeye Manor,1000 Main Street,Wooster,Wayne,OH,43730,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40730,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.wayne-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
731,Heartland Commons,1100 State Street,Wooster,Wayne,OH,43731,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40731,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.wayne-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
732,Ohio Valley Care,1200 High Street,Wooster,Wayne,OH,43732,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40732,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.wayne-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
733,River View Manor,1300 Broad Street,Wooster,Wayne,OH,43733,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40733,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.wayne-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
734,Prairie Village,1400 Oak Street,Wooster,Wayne,OH,43734,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40734,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.wayne-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
735,Heritage House,1500 Maple Avenue,Wooster,Wayne,OH,43735,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40735,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.wayne-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
736,Sunrise Manor,1600 Pine Street,Wooster,Wayne,OH,43736,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40736,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.wayne-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
737,Lakeside Living,1700 Cedar Avenue,Wooster,Wayne,OH,43737,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40737,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.wayne-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
738,Buckeye Manor,1000 Main Street,Bryan,Williams,OH,43738,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40738,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.williams-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
739,Heartland Commons,1100 State Street,Bryan,Williams,OH,43739,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40739,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.williams-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
740,Ohio Valley Care,1200 High Street,Bryan,Williams,OH,43740,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40740,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.williams-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
741,River View Manor,1300 Broad Street,Bryan,Williams,OH,43741,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40741,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.williams-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
742,Prairie Village,1400 Oak Street,Bryan,Williams,OH,43742,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40742,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.williams-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
743,Heritage House,1500 Maple Avenue,Bryan,Williams,OH,43743,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40743,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.williams-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
744,Sunrise Manor,1600 Pine Street,Bryan,Williams,OH,43744,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40744,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.williams-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
745,Lakeside Living,1700 Cedar Avenue,Bryan,Williams,OH,43745,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40745,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.williams-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
746,Buckeye Manor,1000 Main Street,Bowling Green,Wood,OH,43746,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40746,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.wood-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
747,Heartland Commons,1100 State Street,Bowling Green,Wood,OH,43747,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40747,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.wood-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
748,Ohio Valley Care,1200 High Street,Bowling Green,Wood,OH,43748,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40748,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.wood-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
749,River View Manor,1300 Broad Street,Bowling Green,Wood,OH,43749,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40749,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.wood-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
750,Prairie Village,1400 Oak Street,Bowling Green,Wood,OH,43750,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40750,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.wood-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
751,Heritage House,1500 Maple Avenue,Bowling Green,Wood,OH,43751,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40751,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.wood-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
752,Sunrise Manor,1600 Pine Street,Bowling Green,Wood,OH,43752,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40752,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.wood-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
753,Lakeside Living,1700 Cedar Avenue,Bowling Green,Wood,OH,43753,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40753,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.wood-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
754,Buckeye Manor,1000 Main Street,Upper Sandusky,Wyandot,OH,43754,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40754,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.wyandot-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
755,Heartland Commons,1100 State Street,Upper Sandusky,Wyandot,OH,43755,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40755,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.wyandot-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
